0	36.5686683
1	38.07930253
2	38.86084852
3	40.13516105
4	40.61389249
5	42.13887387
6	42.91811685
7	43.55450283
8	44.8754113
9	45.54140606
10	46.15440002
11	47.15471832
12	47.14237544
13	48.21081333
14	48.50761437
15	49.74293032
16	50.18650747
17	49.96302036
18	51.22364256
19	51.30087249
20	52.32841371
21	52.78712083
22	52.62163034
23	52.91928048
24	53.05114305
25	53.63950794
26	54.32201995
27	54.93449757
28	55.31038629
29	54.61968237
30	55.71396246
31	55.42165045
32	56.3922368
33	55.93787699
34	56.6440344
35	56.68931775
36	56.92505171
37	56.57151142
38	56.99087479
39	57.35416142
40	57.37159735
41	57.32013928
42	58.10475958
43	57.76317018
44	58.24887672
45	58.67243023
46	58.68036373
47	59.01081531
48	58.7971901
49	58.45050721
50	59.19491193
51	58.52163055
52	59.06893615
53	58.91130211
54	59.10089357
55	59.52256881
56	59.76849783
57	59.69638431
58	59.07673185
59	59.15495214
60	59.35014821
61	60.14803882
62	59.97161564
63	60.18859071
64	60.18086659
65	59.82868931
66	60.12445966
67	60.07140903
68	59.60190078
69	60.41751495
70	59.80086695
71	60.30429441
72	59.96611408
73	60.20025607
74	60.72878768
75	60.00379399
76	60.75081246
77	60.54603161
78	60.87063628
79	60.19229048
80	60.28827623
81	60.49601323
82	60.08400052
83	60.95086109
84	60.80543295
85	60.51231854
86	60.31354126
87	61.00556106
88	60.80669337
89	60.33154505
90	60.15947084
91	60.24280173
92	61.0167349
93	60.84413682
94	60.33595887
95	60.2900095
96	60.81807809
97	60.29193256
98	61.056489
99	61.04557564
100	60.81911248
